,date,low,high,open,close,volume
1094,2020-02-15 15:00:00,266.57,282.07,281.79,273.78,31414.16961285
1095,2020-02-15 16:00:00,264.52,280.0,273.92,266.79,47062.35718282
1096,2020-02-15 17:00:00,262.03,270.89,266.9,262.52,22831.35713174
1097,2020-02-15 18:00:00,261.35,268.68,262.58,268.57,19108.24987883
1098,2020-02-15 19:00:00,265.33,270.13,268.53,266.36,15105.33598728
1099,2020-02-15 20:00:00,265.54,267.47,266.37,267.03,9182.92379476
1100,2020-02-15 21:00:00,266.04,269.21,267.04,268.01,4544.0066151
1101,2020-02-15 22:00:00,266.58,269.0,268.01,267.5,2932.8105896
1102,2020-02-15 23:00:00,262.89,267.49,267.45,264.92,5214.13227346
1103,2020-02-16 00:00:00,258.0,266.04,264.83,265.8,11557.77209795
